Senator Screen Name,Tweet Text,Tweet ID
PattyMurray,"I want to tell you about my family and what this tax credit has meant for us and what it means for our future.” https://t.co/3mUiJ1YOhY,929055594211938305
PattyMurray,Tax policy is so much more than numbers on a page — it’s about our values and our priorities as a country. https://t.co/3mUiJ1YOhY,928771938742398976
PattyMurray,Tax policy is more than just numbers it’s the heart of who we are. https://t.co/3mUiJ1YOhY,928711056880558080
SenBillNelson,We need a tax code that’s fair. This plan adds trillions to national debt to give tax cut to wealthy instead of hardworking families.,926172919453159424
DrRandPaul,I want a big tax cut for all and a tax hike for none. Add your name: https://t.co/aJN7WbqEhG https://t.co/L4ehUAJ8JH,920342744270364672
DrRandPaul,I’m for tax cuts. All of them. What I’m not for is raising the taxes of middle class families. Add your name: https://t.co/aJN7WbqEhG,920305056435621888
DrRandPaul,Cut Taxes For All! https://t.co/dnI047x0M3,915929024706301953
DrRandPaul,Republicans Must Deliver Tax Cuts For Working Families - The Daily Caller https://t.co/wgsq4YHOH3,915695867012755456
DrRandPaul,Our country was founded in opposition to unfair taxes. Cut Taxes Now: https://t.co/Rylcv2Xtce,915571866617696257
sendavidperdue,We are on track to deliver results and fundamentally change this tax code.  —> https://t.co/ih8OlZRBcF https://t.co/knH2LuvReG,928768944822943745
sendavidperdue,Democrats have repeatedly made false claims about our efforts to change the tax code & bring relief to working Amer… https://t.co/JThfBpYEFo,928437605515120640
sendavidperdue,ICYMI – Watch our tax event w/ @KellyannePolls & @stevenmnuchin1 at https://t.co/LaxIVKFmc8 https://t.co/nMUbL9YoPD,927965994785607681
sendavidperdue,Special thanks to @KellyannePolls & @stevenmnuchin1 for participating in our tax event today. It's critical that we… https://t.co/iAXAuErmvD,927961592423243776
sendavidperdue,Think @SenJohnKennedy said it best: changing the tax code is about putting more money back in the wallets of hard-w… https://t.co/0HuUord6Wa,927959235048230914
sendavidperdue,Washington needs a sense of urgency like it’s never had before to get tax done by the end of the year.,927939343947390976
sendavidperdue,.@SenJohnKennedy: Changing the tax code is about letting you keep more of your hard-earned dollars.,927936846679756800
sendavidperdue,.@SenatorRounds: To tackle the national debt we've got to grow the economy. That's what changing the tax code will do.,927935541320011783
senrobportman,#TaxReform will do three things. First it will help address the #middleclass squeeze. Second it will make America… https://t.co/ClkXh65Hlr,929393535211601921
senrobportman,For too long #Ohio workers have had to compete with one arm tied behind their back. The Senate tax plan is good ne… https://t.co/JOOztcE7Mq,929384981557850112
senrobportman,This week on the Senate floor I delivered two speeches on #taxreform. You can watch them here:… https://t.co/Rb6mjJSLWw,929377431399538689
senrobportman,ICYMI: My Senate floor speech from yesterday on how #taxreform will boost the middle class create more & better… https://t.co/RoHPQnL6aV,929089046936031232
senrobportman,It’s crazy that we have a tax code that encourages companies to send #jobs and investment overseas and it’s outrag… https://t.co/5Eb8igMBnr,929081479677730817
senrobportman,Since I came to the Senate in 2011 we've had 70 hearings on #taxreform in the Finance Committee. Looking forward t… https://t.co/TexZif2AOe,929077454173605889
senrobportman,Senate must act on #TaxReform ASAP. It is long overdue. https://t.co/l5gvPs2L1P #Jobs,928766905330016256
senrobportman,Our plan is focused on middle class tax relief making American companies more competitive (more #jobs) and leveli… https://t.co/bDYMq2av0k,928759871817768960
senrobportman,I’m excited about the opportunity to provide tax relief to #middleclass create more #jobs & increase wages for Am… https://t.co/b7e5bSi0c1,928755096527106048
senrobportman,#TaxReform is the single most important thing we can do to grow our economy. #Jobs https://t.co/BSzSLWNHKD,928751885502337024
senrobportman,ICYMI: my op-ed in the @Enquirer lays out how #taxreform can raise wages:  https://t.co/MZVhVEG1Ta #Jobs,928676813697638401
SenJackReed,Experts believe GOP tax plan gives ultra-rich even more tax gimmicks to avoid paying U.S. taxes. https://t.co/LHpR7vxjcz,928043896713760768
SenJackReed,Here’s a primer on how Trump-Republican’s so-called tax cut could turn into a tax increase for many RIers:  https://t.co/xF9SWmdUiC,926492991384096768
SenJackReed,Under #TrumpTax plan: Tax cuts for avg Americans sunset after 5 yrs & turn into hikes Tax cuts for Trump Family are permanent & never expire,926492246639349760
SenJackReed,You could get little or pay more under Trump/GOP tax plan while multi-national corporations reap biggest benefits: https://t.co/YgeafbXLns,926233340893630464
SenPatRoberts,RT @SenateGOP: When did @SenSchumer stop supporting tax reform? https://t.co/bC7QRgYi7A,928778498919018498
SenPatRoberts,@GOPSenFinance #TaxReformbill keep jobs here at home by leveling the playing field with other nations whose taxes c… https://t.co/KWdDdaupCb,928723948271030275
SenPatRoberts,There is widespread bipartisan agreement on the need for #TaxReform and the fact that our tax code is burdensome… https://t.co/VsOytDjUYm,928723464474824705
SenPatRoberts,.@GOPSenFinance releases our tax relief bill. News Release: Americans Need Long Overdue Tax Relief. Reform will bri… https://t.co/zAoBBv8QK5,928722804593262593
SenatorRounds,Read my full statement on the Senate tax reform proposal introduced earlier today by the Senate Finance Committee: https://t.co/PsJMt96iDn,928757815593795584
SenatorRounds,While many believe that IHS is underfunded from my standpoint investing more taxpayer money into a dysfunctional… https://t.co/UJn1E3qFjX,928352390436327424
SenatorRounds,Joined @SenateGOP colleagues tax reform advocates & admin officials to stress the need to provide tax relief to fa… https://t.co/DX4Vspe1R2,927946174375563271
SenatorRounds,Live now: our press conference w/ tax reform advocate groups on the need to provide tax relief to American families: https://t.co/OXNKYLx90o,927929706569261061
marcorubio,I support doubling the child tax credit to give hardworking families a much-needed tax break. Do you? Sign now >>… https://t.co/TREFF9knNV,928757018948718593
marcorubio,Senate #TaxCut plan a solid opening offer. #ChildTaxCredit not where it needs to be yetbut I am optimistic we will get it to right place,928720405342375941
marcorubio,I am proposing we ensure working parents get meaningful tax relief by doubling the per child tax credit. Sign now >… https://t.co/WQsjWTNKpw,928663786411700224
SenSanders,RT @FaceTheNation: .@SenSanders will be on the program tomorrow to discuss taxes and political victories for Democrats. Don't miss it! http…,929469295695941633
SenSanders,RT @FaceTheNation: Tune in this Sunday morning to hear from @SenSanders on tax reform and the trajectory of the Democratic Party.  https://…,929149958569197568
SenSanders,Corporate tax loopholes have become so absurd that one five-story building in the Cayman Islands is “home” to nearl… https://t.co/IWoagJrWjH,928327859797676035
SenSchumer,It’s now clear that the Senate tax plan would hammer middle-class families particularly in the suburbs violating… https://t.co/jAa7yt5bEo,929111467269517319
SenSchumer,RT @SenWarren: .@SenFranken and I break down what CEOs will do with the tax giveaways they'll get if the GOP's corporate tax bill passes Co…,929035263778619394
SenSchumer,One thing is clear from the Senate GOP tax bill: the House compromise on the state & local tax deduction was written in disappearing ink.,928713917022556160
SenSchumer,Still reading the details but based on what we’ve seen so far of the Senate GOP tax bill it’s clear that this is a… https://t.co/ROyVwtX3zy,928713360430026753
SenSchumer,Senate GOP has just released THEIR version of a tax bill - joining Senator @RonWyden to walk through just some of w… https://t.co/JJ3bIdOsq6,928702716012056577
SenSchumer,RT @repjoecrowley: We need an honest title for the #GOPTaxScam bill. Let's call it what it is:   H.R. 1% https://t.co/lz2KapoQtd,928675144448569344
SenSchumer,RT @brianschatz: But seriously why are Republicans raising taxes on middle class families?,928629541228154880
SenSchumer,RT @ChrisMurphyCT: The GOP tax plan would be a disaster for seniors and people with loved ones in nursing homes. https://t.co/uUdET5UbqS,928629303528607744
SenSchumer,RT @CenterOnBudget: CBO: Adding the individual mandate repeal to the House GOP tax plan would mean 13 million more uninsured Americans. htt…,928628965685846016
SenatorTimScott,RT @FaceTheNation: We'll also have @SenatorTimScott on the program this Sunday to dig into tax reform so make sure to tune in!  https://t.…,929171672934109184
SenatorTimScott,RT @SenatorTimScott: You can read all about the Senate #TaxReform bill process and how it will help middle and working class American fami…,929171370298281984
SenatorTimScott,RT @SenatorTimScott: The Senate #TaxReform bill will save an average family of 4 making $70k a year $1500 (40% cut!). Avg single parent ma…,929171331832336385
SenatorTimScott,You can read all about the Senate #TaxReform bill process and how it will help middle and working class American f… https://t.co/zCDhzQrOe6,928822533041917952
SenatorTimScott,You can read the Chairman's Mark as prepared for next week's Finance Committee debate on the Senate #TaxReform bill… https://t.co/0iOuOP4kv9,928818405083439105
SenatorTimScott,The Senate #TaxReform bill will save an average family of 4 making $70k a year $1500 (40% cut!). Avg single parent… https://t.co/8BqM2lm6Xt,928814264537763840
SenatorTimScott,Joined @FoxBusiness to discuss our tax plan in the Senate. We are working to provide hardworking everyday American… https://t.co/MoFHpSRQhd,928782534522978305
SenatorTimScott,Today is a good day because in the Senate we have released our #TaxReform bill & we have good news...watch my floor… https://t.co/Qu5eUu1w7c,928751808306143232
SenatorTimScott,Heading to the Senate floor to speak on how our #TaxReform plan will help American families! https://t.co/pIXPY7JB4i,928717699164856321
SenatorTimScott,Talking #TaxReform - we're going to help middle and working class Americans keep more of their paycheck at home.… https://t.co/7LFeXrjzHT,928687748759859200
SenatorTimScott,Our plan will help everyday Americans keep more of their money & grow our economy long-term. I discussed #TaxReform… https://t.co/cHSRqxSQrM,928018262755106818
SenShelby,As we move forward with our efforts to reform our broken tax system we have the opportunity to change Americans’ l… https://t.co/59iTN8R3G5,928749470053003270
SenatorStrange,RT @FoxBusiness: .@SenatorStrange on tax reform: "I'm the most frustrated person in the Senate given the performance so far. It's time to…,907994073109291008
SenatorTester,Congress should NOT use a procedural loophole that cuts Medicare & Medicaid by millions to pass tax reform. #mtpol https://t.co/ghfa70d7rI,927259401135775747
SenatorTester,Today I met with Maya MacGuineas President of @BudgetHawks & a leading expert on tax reform & the national debt. https://t.co/UKVJRbgtAj,926266329547591680
SenatorTester,As I take a look at this new tax proposal it’s essential I get feedback from MTs. Please share your thoughts HERE… https://t.co/p5EMCgpob1,926142653367975936
SenatorTester,Today I launched a portal where Montanans can send me their thoughts ideas & feedback on tax reform ->… https://t.co/X8syG2Xkgq,925549669446496256
SenJohnThune,According to a new analysis released by the @TaxFoundation the Senate tax reform plan would create jobs and increa… https://t.co/icpZkcCto5,929439085134938112
SenJohnThune,The Senate tax reform plan would create 925000 new jobs and raise wages by 2.9 percent over 10 years according to… https://t.co/j9wB7BlfFx,929408396008161280
SenJohnThune,Why is #TaxReform important? https://t.co/93aIMddmSV,929002211379515393
SenJohnThune,The Senate #TaxReform plan has been unveiled. Read more on why this is a big win for middle-income Americans -->… https://t.co/Q9mAYkHUNZ,928804281700048896
SenJohnThune,The American people deserve a tax code that works for them not against them. That grows their paychecks instead o… https://t.co/cDrF3YoQjV,928750649596051456
SenJohnThune,Our #TaxReform bill helps American businesses by lowering rates and accelerating cost recovery. https://t.co/1PMa9uPPZG,928669136514965505
SenJohnThune,We're aiming to put a #TaxReform bill on @POTUS's desk that reduces the tax burden for middle-income American famil… https://t.co/cxh61xoqxm,928328465417457666
SenJohnThune,More characters more room to explain why #TaxReform will benefit middle-income families:        ✔Lowers the tax bu… https://t.co/b6qxibxEFv,928305826233831424
SenJohnThune,RT @SenateGOP: Tax Cuts for American Families: Senate Republicans and @WhiteHouse officials highlight the need for #TaxReform. https://t.co…,927931591262949382
SenThomTillis,This will have an immediate impact on the national economy and growth. If we fail to produce a #TaxReform outcome… https://t.co/J502xn9Ie4,929047726565838849
SenThomTillis,LIVE with @USChamberCCMC @QuaadmanT @cltchamber: https://t.co/UaJhuSAmwS   #TaxReform "The House created a good bas… https://t.co/45NfTpciS7,929046597647982602
SenThomTillis,My statement on the Senate’s Tax Cuts and Jobs Act https://t.co/3hhbc8UuFU #TaxReform https://t.co/eNL6YlFAyd,928758492437078017
SenThomTillis,RT @SenateGOP: "We’re going to pass a #TaxReform bill and send it to the president that will grow the economy that will help us get to a p…,928432878286966785
SenToomey,.@TaxFoundation study finds @SenateFinance #TaxReform bill gives middle-income PA family ~$2700 direct pay raise. https://t.co/ddHyF2d06j,929477734363025408
SenToomey,RT @FoxNews: .@SenToomey: "We're going to have tax relief for middle income and low income families." https://t.co/iWXHGoTeOy,929016747511963650
SenToomey,Will soon be joining @BloombergTV to discuss how #TaxReform will make American businesses competitive again while… https://t.co/lewHTlWjWq,929001068935163904
SenToomey,Here's an idea of how the @GOPSenFinance plan helps you. #TaxReform by the numbers: https://t.co/DFvoaCI4Jm,928992229439438850
SenToomey,About to join the folks at @SquawkCNBC for a discussion on the Senate's #TaxReform proposal and what it means for… https://t.co/Gq5lT6q2M7,928970433428361216
SenToomey,You can now read the comprehensive @GOPSenFinance #TaxReform proposal known as the Chairman's mark at: https://t.co/aAcaNvmbJf,928808601879269376
SenToomey,I'm very excited about the #TaxReform proposal we've just unveiled in the Senate the Tax Cuts and Jobs Act. This… https://t.co/LKMI7XNB16,928780130264211456
SenToomey,.@GOPSenFinance #TaxReform bill = more investment in the United States -> more jobs higher wages & a better stand… https://t.co/S72g38GNsl,928737672721465344
SenToomey,@BoyerandRitter @RMSides @PPG Richard from @ShipleyEnergy in York says U.S. tax code has hurt his business. Listen… https://t.co/1TmLTSyIx5,928354611076976640
ChrisVanHollen,After months of huddling behind closed doors @SenateGOP released their tax plan. Every American deserves to know w… https://t.co/4xbGUgJ4Jn,929052150075969536
ChrisVanHollen,Finally someone in the Trump Admin who will call their tax bill what it is. But remind Gary Cohn "trickle down"  c… https://t.co/80kFwzBGIG,928719766705012736
ChrisVanHollen,I give this “Four-Pinocchios” as @GlennKesslerWP would say. NYT just yesterday said it would INCREASE taxes on 45%… https://t.co/hmpSeQBtV5,928361083156430848
ChrisVanHollen,….This says it all: A GOP tax plan for super-duper rich donors not the American people. https://t.co/LNQycxMuFO,927951930361606144
ChrisVanHollen,Repealing the estate tax will 1.) Increase wealth inequality in America and 2.) Pad the pockets of the uber-wealthy… https://t.co/3bhcbHI102,927690742683795456
ChrisVanHollen,Republicans argue that their corporate tax cuts will increase Americans jobs but it actually encourages corporatio… https://t.co/BBDGbKU2MO,927219409764126722
ChrisVanHollen,Did Rs not learn their lesson after Trumpcare? Now they want to use their tax plan as a Trojan Horse to rip health… https://t.co/iJ7PF9DKhf,926946937638719489
MarkWarner,The House GOP tax bill is anti-growth and anti-middle class. I’d tell you what I think about the Senate bill but i… https://t.co/Ku7LMSzXG9,928696161032179712
MarkWarner,Filing taxes by postcard doesn’t mean much if your bill raises taxes on the middle class. https://t.co/UXEmaT6odM,928350094147117057
SenWarren,.@SenFranken and I break down what CEOs will do with the tax giveaways they'll get if the GOP's corporate tax bill… https://t.co/R5n5tW2K1d,929024947095252994
SenWarren,The GOP’s rich donors want tax giveaways and the party is happy to oblige. https://t.co/aM8KamHl4d,928034774744264705
SenWarren,The @HouseGOP tax plan isn’t about helping the middle class. It’s about shoveling favors to corporate donors. https://t.co/hN55Fdc7b6,926217211118804995
SenWarren,The GOP unveiled their tax proposal this morning. Who wins and who loses in their plan? Bernie and I will tell you. https://t.co/AjXyKyA8AA,926110498076192768
SenWhitehouse,Have you noticed Republicans are all of a sudden not concerned with the deficit with the new TrumpTax plan that wou… https://t.co/mlBMn9wIXe,929076562934337537
SenatorWicker,Americans deserve to have a tax code that respects and rewards hard work. If we can deliver on these tax cuts I be… https://t.co/BUiq7up1RX,928743311833169920
SenToddYoung,I’m encouraged by the Senate’s tax relief proposal & glad it maintains the adoption tax credit that is important to… https://t.co/EhXgi9Zhwt,928985610131357696
SenToddYoung,Had the opportunity to talk #taxreform with @VP & @SecretaryAcosta on our way to Indiana today. (Official White Hou… https://t.co/zbR29ulyyq,928751138165444608
SenToddYoung,Hoosiers want #TaxReform that is simpler fairer & allows them to keep more of their hard-earned money.… https://t.co/yaU9sdOrFF,927997691157721088
SenToddYoung,Speaking in support of #TaxReform that allows hardworking Americans to keep more of what they earn. Watch live @ 11: https://t.co/Zes9DgiKhG,927921184896880640
SenToddYoung,Heard from many Hoosiers in Evansville ready for tax reform. Sat down to discuss it with @Fox44tv. https://t.co/8ZYC4MB7zZ,927637965886472192
SenToddYoung,Thanks to @NotreDame Vice President @ND_JAG for stopping by our office earlier this week to discuss #taxreform. https://t.co/ZnU7gfGEl3,926856577767952390
